Running current:
  java  -jar  build/libs/freerouting-current-executable.jar  -de  fixtures/Issue508-DAC2020/DAC2020_bm06/DAC2020_bm06.unrouted.dsn  -do  tmp-compare/batch/DAC2020_bm06-current.ses  --gui.enabled=false  --api_server.enabled=false  --mcp_server.enabled=false  --router.fanout.enabled=true  --router.optimizer.enabled=false  --router.max_passes=5  --router.max_threads=1  --router.job_timeout=00:02:00  --logging.console.level=INFO  -da
2026-06-30 22:29:38.987 INFO   Freerouting v2.2.5-SNAPSHOT (build-date: 2026-06-30)
2026-06-30 22:29:41.905 INFO   [B8CB5D\42CC91] Fanout pass #8 on board '6eab450968e33e533d0c47e2f0e200de' completed in 0.09 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=800).
2026-06-30 22:29:41.969 INFO   [B8CB5D\42CC91] Fanout pass #9 on board 'a78470bd05bd2cee2ae84191b4fb42d3' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=900).
2026-06-30 22:29:42.032 INFO   [B8CB5D\42CC91] Fanout pass #10 on board '41edebda46ed4c0f2575c587edf3e709' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1000).
2026-06-30 22:29:42.094 INFO   [B8CB5D\42CC91] Fanout pass #11 on board '6d1ee9deff28723ff57040876e6538b3' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1100).
2026-06-30 22:29:42.154 INFO   [B8CB5D\42CC91] Fanout pass #12 on board '4173d39a853e862131666c43a3eb1a7d' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1200).
2026-06-30 22:29:42.243 INFO   [B8CB5D\42CC91] Fanout pass #13 on board 'e9d5f659fd14ebf0eff89c427add278f' completed in 0.08 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1300).
2026-06-30 22:29:42.306 INFO   [B8CB5D\42CC91] Fanout pass #14 on board '99854a1780161d8e6056d2145a7d58c8' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1400).
2026-06-30 22:29:42.369 INFO   [B8CB5D\42CC91] Fanout pass #15 on board '11c8743d89d7cfb52e298ed30bb2d294' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1500).
2026-06-30 22:29:42.433 INFO   [B8CB5D\42CC91] Fanout pass #16 on board '6ea90e992dafa11dbe236e9d27f90369' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1600).
2026-06-30 22:29:42.492 INFO   [B8CB5D\42CC91] Fanout pass #17 on board 'a2ee06ee36963fbba73b6fe4ae09b68d' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1700).
2026-06-30 22:29:42.552 INFO   [B8CB5D\42CC91] Fanout pass #18 on board '61d930d3d1c98954350e66d2e2834814' completed in 0.06 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1800).
2026-06-30 22:29:42.611 INFO   [B8CB5D\42CC91] Fanout pass #19 on board 'af98393f742751e48978dfe3fa4223d1' completed in 0.05 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1900).
2026-06-30 22:29:42.670 INFO   [B8CB5D\42CC91] Fanout pass #20 on board '5f0f5d8f1e55e71f1fb304d195e5106e' completed in 0.05 seconds with 2 SMD pins fanouted, 1 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=2000).
2026-06-30 22:29:42.676 INFO   [B8CB5D\42CC91] Fanout stage completed: started with 124 total SMD pins, completed in 2.12 seconds, escaped pins: 113/124 (91.1%), using 2.08 total CPU seconds, 2.47 GB total allocated, and 178.5 MB peak heap usage.
2026-06-30 22:29:42.678 INFO   [B8CB5D\42CC91] Auto-routing stage started on board '5f0f5d8f1e55e71f1fb304d195e5106e' for 27 unrouted items.
2026-06-30 22:29:43.566 INFO   [B8CB5D\42CC91] Auto-routing pass #1 on board '5f0f5d8f1e55e71f1fb304d195e5106e' was completed in 0.86 seconds with the score of 969.38 (1 unrouted and 10 violations), using 2.94 CPU seconds and the job allocated 3.54 GB of memory so far.
2026-06-30 22:29:43.938 INFO   [B8CB5D\42CC91] Auto-routing pass #2 on board 'e04dde6a2f38d728b658801f465d1b6f' was completed in 0.34 seconds with the score of 969.38 (1 unrouted and 10 violations), using 2.94 CPU seconds and the job allocated 3.54 GB of memory so far.
2026-06-30 22:29:44.256 INFO   [B8CB5D\42CC91] Auto-routing pass #3 on board 'e04dde6a2f38d728b658801f465d1b6f' was completed in 0.30 seconds with the score of 969.38 (1 unrouted and 10 violations), using 2.94 CPU seconds and the job allocated 3.54 GB of memory so far.
2026-06-30 22:29:44.557 INFO   [B8CB5D\42CC91] Auto-routing pass #4 on board 'e04dde6a2f38d728b658801f465d1b6f' was completed in 0.29 seconds with the score of 969.38 (1 unrouted and 10 violations), using 3.93 CPU seconds and the job allocated 5.12 GB of memory so far.
2026-06-30 22:29:44.850 INFO   [B8CB5D\42CC91] Auto-routing pass #5 on board 'e04dde6a2f38d728b658801f465d1b6f' was completed in 0.28 seconds with the score of 969.38 (1 unrouted and 10 violations), using 3.93 CPU seconds and the job allocated 5.12 GB of memory so far.
2026-06-30 22:29:44.882 INFO   [B8CB5D\42CC91] Auto-routing stage completed: started with 98 unrouted nets, completed in 4.33 seconds, final score: 969.38 (1 unrouted and 10 violations), using 3.93 total CPU seconds, 5.12 GB total allocated, and 161.2 MB peak heap usage.
2026-06-30 22:29:44.885 INFO   [B8CB5D\42CC91] Job 'B8CB5D\42CC91' finished with state: COMPLETED (elapsed: 4.36 seconds, finished at UTC: 2026-07-01T05:29:44.885513062Z).
